Shipping_Days,Sales,Quantity,Profit,Discount,Region,State,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,Postal Code,Product ID,Category,Sub-Category,Product Name,Manufacturer,Returned,Return Reason,Notes
7,8.8200000000000003,3,2.3814,0,West,California,4145,CA-2018-112725,1/30/2018,2/6/2018,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,San Francisco,94110,OFF-AR-10001227,Office Supplies,Art,Newell 338,,No,,
7,120.78400000000001,1,-13.5882,0.2,West,California,4146,CA-2018-112725,1/30/2018,2/6/2018,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,San Francisco,94110,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,Novimex,Yes,Defective,
7,12.74,7,5.733,0,West,California,4144,CA-2018-112725,1/30/2018,2/6/2018,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,San Francisco,94110,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",,No,,
7,8.8200000000000003,3,2.3814,0,West,California,4145,CA-2018-112725,1/30/2018,2/6/2018,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,San Francisco,94110,OFF-AR-10001227,Office Supplies,Art,Newell 338,,No,,
7,120.78400000000001,1,-13.5882,0.2,West,California,4146,CA-2018-112725,1/30/2018,2/6/2018,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,San Francisco,94110,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,Novimex,Yes,Defective,
7,12.74,7,5.733,0,West,California,4144,CA-2018-112725,1/30/2018,2/6/2018,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,San Francisco,94110,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",,No,,
7,8.8200000000000003,3,2.3814,0,West,California,4145,CA-2018-112725,1/30/2018,2/6/2018,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,San Francisco,94110,OFF-AR-10001227,Office Supplies,Art,Newell 338,,No,,
7,120.78400000000001,1,-13.5882,0.2,West,California,4146,CA-2018-112725,1/30/2018,2/6/2018,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,San Francisco,94110,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,Novimex,Yes,Defective,
5,917.92349999999999,9,75.593700000,0.15,West,California,4496,CA-2018-112753,6/18/2018,6/23/2018,Standard Class,CC-12670,Craig Carreira,Consumer,United States,Los Angeles,90032,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",,No,,
5,38.880000000000003,6,19.0512,0,West,California,4497,CA-2018-112753,6/18/2018,6/23/2018,Standard Class,CC-12670,Craig Carreira,Consumer,United States,Los Angeles,90032,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,Xerox,Yes,Incorrect Product Ordered,Customer ordered too many packs - E Williams
5,917.92349999999999,9,75.593700000,0.15,West,California,4496,CA-2018-112753,6/18/2018,6/23/2018,Standard Class,CC-12670,Craig Carreira,Consumer,United States,Los Angeles,90032,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",,No,,
5,38.880000000000003,6,19.0512,0,West,California,4497,CA-2018-112753,6/18/2018,6/23/2018,Standard Class,CC-12670,Craig Carreira,Consumer,United States,Los Angeles,90032,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,Xerox,Yes,Incorrect Product Ordered,Customer ordered too many packs - E Williams
2,681.40800000000002,12,42.588,0.2,West,California,3625,CA-2018-113530,5/19/2018,5/21/2018,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,94109,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",,No,,
2,3.52,2,1.0208,0,West,California,3626,CA-2018-113530,5/19/2018,5/21/2018,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,94109,OFF-AR-10001315,Office Supplies,Art,Newell 310,,No,,
2,5.5800000000000001,1,1.395,0,West,California,3627,CA-2018-113530,5/19/2018,5/21/2018,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,94109,OFF-AR-10000122,Office Supplies,Art,Newell 314,,No,,
2,36.32,1,10.896,0,West,California,3628,CA-2018-113530,5/19/2018,5/21/2018,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,94109,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,,No,,
2,681.40800000000002,12,42.588,0.2,West,California,3625,CA-2018-113530,5/19/2018,5/21/2018,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,94109,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",,No,,
2,3.52,2,1.0208,0,West,California,3626,CA-2018-113530,5/19/2018,5/21/2018,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,94109,OFF-AR-10001315,Office Supplies,Art,Newell 310,,No,,
2,5.5800000000000001,1,1.395,0,West,California,3627,CA-2018-113530,5/19/2018,5/21/2018,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,94109,OFF-AR-10000122,Office Supplies,Art,Newell 314,,No,,
2,36.32,1,10.896,0,West,California,3628,CA-2018-113530,5/19/2018,5/21/2018,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,94109,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,,No,,
2,681.40800000000002,12,42.588,0.2,West,California,3625,CA-2018-113530,5/19/2018,5/21/2018,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,94109,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",,No,,
2,3.52,2,1.0208,0,West,California,3626,CA-2018-113530,5/19/2018,5/21/2018,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,94109,OFF-AR-10001315,Office Supplies,Art,Newell 310,,No,,
2,5.5800000000000001,1,1.395,0,West,California,3627,CA-2018-113530,5/19/2018,5/21/2018,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,94109,OFF-AR-10000122,Office Supplies,Art,Newell 314,,No,,
2,36.32,1,10.896,0,West,California,3628,CA-2018-113530,5/19/2018,5/21/2018,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,94109,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,,No,,
2,681.40800000000002,12,42.588,0.2,West,California,3625,CA-2018-113530,5/19/2018,5/21/2018,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,94109,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",,No,,
2,3.52,2,1.0208,0,West,California,3626,CA-2018-113530,5/19/2018,5/21/2018,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,94109,OFF-AR-10001315,Office Supplies,Art,Newell 310,,No,,
2,5.5800000000000001,1,1.395,0,West,California,3627,CA-2018-113530,5/19/2018,5/21/2018,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,94109,OFF-AR-10000122,Office Supplies,Art,Newell 314,,No,,
2,36.32,1,10.896,0,West,California,3628,CA-2018-113530,5/19/2018,5/21/2018,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,94109,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,,No,,
2,510.24000000000001,3,6.378000000,0.2,West,California,3711,CA-2018-113670,10/15/2018,10/17/2018,First Class,RS-19765,Roland Schwarz,Corporate,United States,Los Angeles,90045,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,,No,,
2,204.94999999999999,5,100.4255,0,West,California,3712,CA-2018-113670,10/15/2018,10/17/2018,First Class,RS-19765,Roland Schwarz,Corporate,United States,Los Angeles,90045,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,Xerox,Yes,No Longer Needed, doesn't need the paper now- S. Kelly
2,510.24000000000001,3,6.378000000,0.2,West,California,3711,CA-2018-113670,10/15/2018,10/17/2018,First Class,RS-19765,Roland Schwarz,Corporate,United States,Los Angeles,90045,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,,No,,
2,204.94999999999999,5,100.4255,0,West,California,3712,CA-2018-113670,10/15/2018,10/17/2018,First Class,RS-19765,Roland Schwarz,Corporate,United States,Los Angeles,90045,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,Xerox,Yes,No Longer Needed, doesn't need the paper now- S. Kelly
2,52.792000000000002,1,4.6193,0.2,West,California,8019,CA-2018-114804,10/17/2018,10/19/2018,Second Class,BF-11020,Barry Französisch,Corporate,United States,Modesto,95351,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,,No,,
5,244.55000000000001,5,114.9385,0,West,California,4458,CA-2018-115175,8/7/2018,8/12/2018,Standard Class,MC-17575,Matt Collins,Consumer,United States,San Jose,95123,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,,No,,
6,83.760000000000005,12,1.6752,0,West,California,887,CA-2018-115364,6/26/2018,7/2/2018,Standard Class,OT-18730,Olvera Toch,Consumer,United States,San Diego,92105,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,,No,,
4,13.904,2,4.5188,0.2,West,California,1297,CA-2018-115427,12/30/2018,1/3/2019,Standard Class,EB-13975,Erica Bern,Corporate,United States,Fairfield,94533,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",,No,,
4,20.719999999999999,2,6.475,0.2,West,California,1298,CA-2018-115427,12/30/2018,1/3/2019,Standard Class,EB-13975,Erica Bern,Corporate,United States,Fairfield,94533,OFF-BI-10004632,Office Supplies,Binders,GBC Binding covers,,No,,
4,13.904,2,4.5188,0.2,West,California,1297,CA-2018-115427,12/30/2018,1/3/2019,Standard Class,EB-13975,Erica Bern,Corporate,United States,Fairfield,94533,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",,No,,
4,20.719999999999999,2,6.475,0.2,West,California,1298,CA-2018-115427,12/30/2018,1/3/2019,Standard Class,EB-13975,Erica Bern,Corporate,United States,Fairfield,94533,OFF-BI-10004632,Office Supplies,Binders,GBC Binding covers,,No,,
3,239.97,3,26.3967,0,West,California,1415,CA-2018-115994,1/28/2018,1/31/2018,Second Class,BT-11305,Beth Thompson,Home Office,United States,Costa Mesa,92627,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,Logitech,Yes,General,
3,37.740000000000002,3,12.8316,0,West,California,1416,CA-2018-115994,1/28/2018,1/31/2018,Second Class,BT-11305,Beth Thompson,Home Office,United States,Costa Mesa,92627,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",,No,,
3,239.97,3,26.3967,0,West,California,1415,CA-2018-115994,1/28/2018,1/31/2018,Second Class,BT-11305,Beth Thompson,Home Office,United States,Costa Mesa,92627,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,Logitech,Yes,General,
3,37.740000000000002,3,12.8316,0,West,California,1416,CA-2018-115994,1/28/2018,1/31/2018,Second Class,BT-11305,Beth Thompson,Home Office,United States,Costa Mesa,92627,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",,No,,
3,21.335999999999999,7,7.7343,0.2,West,California,1520,CA-2018-116204,2/11/2018,2/14/2018,Second Class,VW-21775,Victoria Wilson,Corporate,United States,San Francisco,94110,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",,No,,
5,242.94,3,9.717600000,0,West,California,4636,CA-2018-116288,3/12/2018,3/17/2018,Standard Class,BS-11380,Bill Stewart,Corporate,United States,San Francisco,94122,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,,No,,
4,35.100000000000001,6,10.179,0,West,California,9687,CA-2018-116498,5/30/2018,6/3/2018,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,San Diego,92037,OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",,No,,
2,13.343999999999999,6,4.3368,0.2,West,California,5459,CA-2018-116680,9/4/2018,9/6/2018,Second Class,PK-19075,Pete Kriz,Consumer,United States,San Francisco,94122,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,,No,,
2,1478.2719999999999,8,92.392000000,0.2,West,California,5460,CA-2018-116680,9/4/2018,9/6/2018,Second Class,PK-19075,Pete Kriz,Consumer,United States,San Francisco,94122,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",,No,,
2,13.343999999999999,6,4.3368,0.2,West,California,5459,CA-2018-116680,9/4/2018,9/6/2018,Second Class,PK-19075,Pete Kriz,Consumer,United States,San Francisco,94122,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,,No,,
2,1478.2719999999999,8,92.392000000,0.2,West,California,5460,CA-2018-116680,9/4/2018,9/6/2018,Second Class,PK-19075,Pete Kriz,Consumer,United States,San Francisco,94122,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",,No,,
3,559.62,9,151.0974,0,West,California,1753,CA-2018-116715,12/2/2018,12/5/2018,First Class,VW-21775,Victoria Wilson,Corporate,United States,San Francisco,94122,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",,No,,
3,109.92,2,53.8608,0,West,California,1754,CA-2018-116715,12/2/2018,12/5/2018,First Class,VW-21775,Victoria Wilson,Corporate,United States,San Francisco,94122,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,,No,,
3,8.5600000000000005,2,3.852,0,West,California,1755,CA-2018-116715,12/2/2018,12/5/2018,First Class,VW-21775,Victoria Wilson,Corporate,United States,San Francisco,94122,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,,No,,
3,559.62,9,151.0974,0,West,California,1753,CA-2018-116715,12/2/2018,12/5/2018,First Class,VW-21775,Victoria Wilson,Corporate,United States,San Francisco,94122,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",,No,,
3,109.92,2,53.8608,0,West,California,1754,CA-2018-116715,12/2/2018,12/5/2018,First Class,VW-21775,Victoria Wilson,Corporate,United States,San Francisco,94122,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,,No,,
3,8.5600000000000005,2,3.852,0,West,California,1755,CA-2018-116715,12/2/2018,12/5/2018,First Class,VW-21775,Victoria Wilson,Corporate,United States,San Francisco,94122,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,,No,,
3,559.62,9,151.0974,0,West,California,1753,CA-2018-116715,12/2/2018,12/5/2018,First Class,VW-21775,Victoria Wilson,Corporate,United States,San Francisco,94122,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",,No,,
3,109.92,2,53.8608,0,West,California,1754,CA-2018-116715,12/2/2018,12/5/2018,First Class,VW-21775,Victoria Wilson,Corporate,United States,San Francisco,94122,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,,No,,
3,8.5600000000000005,2,3.852,0,West,California,1755,CA-2018-116715,12/2/2018,12/5/2018,First Class,VW-21775,Victoria Wilson,Corporate,United States,San Francisco,94122,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,,No,,
6,21.960000000000001,2,6.1488,0,West,California,9055,CA-2018-117009,9/22/2018,9/28/2018,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,Santa Ana,92704,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,,No,,
2,81.920000000000002,4,22.1184,0,West,California,1189,CA-2018-117212,2/26/2018,2/28/2018,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,90036,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,,No,,
2,889.53599999999994,8,66.7152,0.2,West,California,1190,CA-2018-117212,2/26/2018,2/28/2018,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,90036,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,,No,,
2,892.22400000000005,3,89.2224,0.2,West,California,1191,CA-2018-117212,2/26/2018,2/28/2018,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,90036,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,,No,,
2,223.91999999999999,4,109.7208,0,West,California,1192,CA-2018-117212,2/26/2018,2/28/2018,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,90036,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,Xerox,Yes,General,
2,23.120000000000001,4,11.3288,0,West,California,1193,CA-2018-117212,2/26/2018,2/28/2018,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,90036,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,,No,,
2,81.920000000000002,4,22.1184,0,West,California,1189,CA-2018-117212,2/26/2018,2/28/2018,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,90036,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,,No,,
2,889.53599999999994,8,66.7152,0.2,West,California,1190,CA-2018-117212,2/26/2018,2/28/2018,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,90036,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,,No,,
2,892.22400000000005,3,89.2224,0.2,West,California,1191,CA-2018-117212,2/26/2018,2/28/2018,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,90036,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,,No,,
2,223.91999999999999,4,109.7208,0,West,California,1192,CA-2018-117212,2/26/2018,2/28/2018,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,90036,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,Xerox,Yes,General,
2,23.120000000000001,4,11.3288,0,West,California,1193,CA-2018-117212,2/26/2018,2/28/2018,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,90036,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,,No,,
2,81.920000000000002,4,22.1184,0,West,California,1189,CA-2018-117212,2/26/2018,2/28/2018,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,90036,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,,No,,
2,889.53599999999994,8,66.7152,0.2,West,California,1190,CA-2018-117212,2/26/2018,2/28/2018,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,90036,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,,No,,
2,892.22400000000005,3,89.2224,0.2,West,California,1191,CA-2018-117212,2/26/2018,2/28/2018,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,90036,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,,No,,
2,223.91999999999999,4,109.7208,0,West,California,1192,CA-2018-117212,2/26/2018,2/28/2018,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,90036,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,Xerox,Yes,General,
2,23.120000000000001,4,11.3288,0,West,California,1193,CA-2018-117212,2/26/2018,2/28/2018,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,90036,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,,No,,
2,81.920000000000002,4,22.1184,0,West,California,1189,CA-2018-117212,2/26/2018,2/28/2018,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,90036,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,,No,,
2,889.53599999999994,8,66.7152,0.2,West,California,1190,CA-2018-117212,2/26/2018,2/28/2018,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,90036,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,,No,,
2,892.22400000000005,3,89.2224,0.2,West,California,1191,CA-2018-117212,2/26/2018,2/28/2018,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,90036,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,,No,,
2,223.91999999999999,4,109.7208,0,West,California,1192,CA-2018-117212,2/26/2018,2/28/2018,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,90036,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,Xerox,Yes,General,
2,23.120000000000001,4,11.3288,0,West,California,1193,CA-2018-117212,2/26/2018,2/28/2018,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,90036,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,,No,,
2,81.920000000000002,4,22.1184,0,West,California,1189,CA-2018-117212,2/26/2018,2/28/2018,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,90036,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,,No,,
2,889.53599999999994,8,66.7152,0.2,West,California,1190,CA-2018-117212,2/26/2018,2/28/2018,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,90036,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,,No,,
2,892.22400000000005,3,89.2224,0.2,West,California,1191,CA-2018-117212,2/26/2018,2/28/2018,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,90036,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,,No,,
2,223.91999999999999,4,109.7208,0,West,California,1192,CA-2018-117212,2/26/2018,2/28/2018,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,90036,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,Xerox,Yes,General,
2,23.120000000000001,4,11.3288,0,West,California,1193,CA-2018-117212,2/26/2018,2/28/2018,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,90036,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,,No,,
6,54.32,4,0.543200000,0,West,California,4297,CA-2018-117261,9/4/2018,9/10/2018,Standard Class,TH-21235,Tiffany House,Corporate,United States,Los Angeles,90032,OFF-ST-10000419,Office Supplies,Storage,"Rogers Jumbo File, Granite",,No,,
4,179.94999999999999,5,37.7895,0,West,California,406,CA-2018-117457,12/8/2018,12/12/2018,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,94110,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,,No,,
4,1199.9760000000001,3,434.9913,0.2,West,California,407,CA-2018-117457,12/8/2018,12/12/2018,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,94110,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,,No,,
4,27.149999999999999,5,13.3035,0,West,California,408,CA-2018-117457,12/8/2018,12/12/2018,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,94110,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",,No,,
4,1004.024,7,-112.9527,0.2,West,California,409,CA-2018-117457,12/8/2018,12/12/2018,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,94110,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",,No,,
4,9.6799999999999997,1,4.6464,0,West,California,410,CA-2018-117457,12/8/2018,12/12/2018,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,94110,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",,No,,
4,28.350000000000001,9,13.608,0,West,California,411,CA-2018-117457,12/8/2018,12/12/2018,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,94110,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,,No,,
4,55.979999999999997,1,27.4302,0,West,California,412,CA-2018-117457,12/8/2018,12/12/2018,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,94110,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,,No,,
4,1336.829,13,31.454800000,0.15,West,California,413,CA-2018-117457,12/8/2018,12/12/2018,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,94110,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,,No,,
4,113.568,2,-18.4548,0.2,West,California,414,CA-2018-117457,12/8/2018,12/12/2018,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,94110,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,,No,,
4,179.94999999999999,5,37.7895,0,West,California,406,CA-2018-117457,12/8/2018,12/12/2018,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,94110,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,,No,,
4,1199.9760000000001,3,434.9913,0.2,West,California,407,CA-2018-117457,12/8/2018,12/12/2018,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,94110,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,,No,,
4,27.149999999999999,5,13.3035,0,West,California,408,CA-2018-117457,12/8/2018,12/12/2018,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,94110,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",,No,,
4,1004.024,7,-112.9527,0.2,West,California,409,CA-2018-117457,12/8/2018,12/12/2018,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,94110,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",,No,,
4,9.6799999999999997,1,4.6464,0,West,California,410,CA-2018-117457,12/8/2018,12/12/2018,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,94110,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",,No,,
4,28.350000000000001,9,13.608,0,West,California,411,CA-2018-117457,12/8/2018,12/12/2018,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,94110,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,,No,,
4,55.979999999999997,1,27.4302,0,West,California,412,CA-2018-117457,12/8/2018,12/12/2018,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,94110,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,,No,,
4,1336.829,13,31.454800000,0.15,West,California,413,CA-2018-117457,12/8/2018,12/12/2018,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,94110,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,,No,,
4,113.568,2,-18.4548,0.2,West,California,414,CA-2018-117457,12/8/2018,12/12/2018,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,94110,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,,No,,
4,179.94999999999999,5,37.7895,0,West,California,406,CA-2018-117457,12/8/2018,12/12/2018,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,94110,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,,No,,
